,SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency,V AVERAGE
40,ULTRACEMCO,2022-04-18,EQ,6730.05,6645.5,6689.9,6570.05,6634.5,6639.6,6641.73,240392,159661978080000.0,35863,116532,48.48,-,0,0.345
41,ULTRACEMCO,2022-04-19,EQ,6639.6,6700.0,6764.25,6506.05,6526.95,6585.7,6673.53,353426,235859853655000.03,41112,195660,55.36,-,0,0.345
66,SBILIFE,2022-04-18,EQ,1146.9,1145.0,1181.95,1133.6,1170.0,1173.4,1169.19,2382085,278511399360000.0,82072,1091898,45.84,-,0,0.343
67,SBILIFE,2022-04-19,EQ,1173.4,1184.95,1184.95,1112.0,1121.0,1124.7,1156.9,971382,112378716209999.98,50422,408549,42.06,-,0,0.343
142,HCLTECH,2022-04-18,EQ,1125.1,1110.0,1112.75,1084.6,1105.0,1101.75,1098.11,4391701,482257183535000.06,192011,2594489,59.08,-,0,0.342
143,HCLTECH,2022-04-19,EQ,1101.75,1115.9,1115.95,1058.75,1067.0,1070.25,1090.34,3422431,373161727880000.0,142595,2069762,60.48,-,0,0.342
196,ACC,2022-04-18,EQ,2208.65,2200.0,2248.9,2147.65,2160.3,2155.2,2177.2,442194,96274599655000.0,30966,116548,26.36,-,0,0.34
197,ACC,2022-04-19,EQ,2155.2,2158.1,2174.6,2023.55,2040.0,2056.5,2110.2,824740,174036532435000.0,47673,232398,28.18,-,0,0.34
188,ASIANPAINT,2022-04-18,EQ,3080.65,3056.0,3058.0,3013.0,3019.0,3021.55,3032.74,1032504,313131575350000.0,80323,716154,69.36,-,0,0.339
189,ASIANPAINT,2022-04-19,EQ,3021.55,3030.0,3059.2,2970.0,2981.2,2991.2,3020.76,749782,226491171190000.0,64197,428206,57.11000000000001,-,0,0.339
136,HDFCBANK,2022-04-18,EQ,1464.95,1418.85,1431.65,1390.05,1397.5,1395.45,1408.02,22810188,3211725783545000.0,650936,16293702,71.43,-,0,0.337
137,HDFCBANK,2022-04-19,EQ,1395.45,1380.9,1389.55,1327.0,1335.0,1342.2,1361.49,37048011,5044042878855000.0,961819,24520385,66.19,-,0,0.337
56,SUNPHARMA,2022-04-18,EQ,936.75,927.6,941.05,919.25,926.5,927.5,928.15,1287320,119482823550000.0,69476,565235,43.91,-,0,0.335
57,SUNPHARMA,2022-04-19,EQ,927.5,930.95,937.75,915.05,916.05,922.0,929.86,2001066,186071054065000.0,56392,1140337,56.99000000000001,-,0,0.335
104,LT,2022-04-18,EQ,1760.8,1746.3,1749.95,1715.0,1742.0,1738.35,1728.99,1808707,312723473150000.0,124412,1096329,60.61,-,0,0.331
105,LT,2022-04-19,EQ,1738.35,1748.3,1760.75,1687.0,1700.0,1705.75,1723.92,2737766,471968442380000.0,112453,1977723,72.24,-,0,0.331
110,ITC,2022-04-18,EQ,269.55,268.0,272.5,267.25,270.35,270.1,269.67,24399444,657989997995000.0,189235,11607148,47.57,-,0,0.324
111,ITC,2022-04-19,EQ,270.1,272.0,272.5,258.8,259.25,261.55,267.74,23380138,625980907000000.0,201593,11502363,49.2,-,0,0.324
76,PIDILITIND,2022-04-18,EQ,2366.05,2359.9,2383.45,2322.55,2363.5,2364.35,2357.75,339982,80159286240000.0,36057,181861,53.49,-,0,0.322
77,PIDILITIND,2022-04-19,EQ,2364.35,2383.0,2402.2,2305.0,2327.35,2328.55,2355.2,406353,95704261810000.0,33319,237490,58.440000000000005,-,0,0.322
174,BERGEPAINT,2022-04-18,EQ,724.15,710.0,722.15,708.7,718.05,718.95,717.37,295130,21171729910000.0,18149,108690,36.83,-,0,0.317
175,BERGEPAINT,2022-04-19,EQ,718.95,721.0,728.6,696.25,697.5,702.7,716.62,243760,17468215985000.0,16636,105004,43.08,-,0,0.317
114,INFY,2022-04-18,EQ,1748.55,1605.5,1650.0,1590.0,1622.3,1621.4,1625.94,30523965,4963009710635000.0,1443330,18430699,60.38,-,0,0.314
115,INFY,2022-04-19,EQ,1621.4,1636.65,1636.65,1550.0,1565.0,1562.0,1589.69,17044923,2709622512620000.0,763964,10801702,63.370000000000005,-,0,0.314
184,BAJAJ-AUTO,2022-04-18,EQ,3697.3,3690.0,3758.25,3645.25,3699.95,3714.6,3716.87,373718,138906304250000.0,42092,182287,48.78,-,0,0.313
185,BAJAJ-AUTO,2022-04-19,EQ,3714.6,3740.0,3774.6,3618.35,3635.5,3657.15,3717.0,211918,78769992070000.0,21431,90496,42.7,-,0,0.313
164,BRITANNIA,2022-04-18,EQ,3349.65,3345.0,3367.9,3306.05,3342.7,3343.9,3339.6,197878,66083431770000.01,22002,85456,43.19,-,0,0.291
165,BRITANNIA,2022-04-19,EQ,3343.9,3343.9,3388.0,3245.3,3253.7,3267.9,3334.04,296680,98914213665000.0,27675,114661,38.65,-,0,0.291
78,PGHH,2022-04-18,EQ,14509.55,14451.0,14499.95,14308.05,14400.0,14409.95,14408.61,1820,2622367310000.0,885,935,51.36999999999999,-,0,0.289
79,PGHH,2022-04-19,EQ,14409.95,14499.95,14843.8,14404.75,14525.0,14601.0,14581.31,3725,5431537590000.0,1803,1743,46.79,-,0,0.289
48,TCS,2022-04-18,EQ,3661.95,3610.0,3610.0,3522.5,3531.8,3528.05,3548.77,3820792,1355913060380000.0,324929,2676562,70.05,-,0,0.28
49,TCS,2022-04-19,EQ,3528.05,3550.0,3563.55,3439.15,3462.0,3471.9,3508.54,3170014,1112212945675000.0,208443,2190202,69.09,-,0,0.28
128,HINDUNILVR,2022-04-18,EQ,2152.15,2148.0,2182.9,2135.05,2174.65,2177.65,2169.78,1828131,396663723815000.0,70204,1236817,67.65,-,0,0.28
129,HINDUNILVR,2022-04-19,EQ,2177.65,2185.7,2206.85,2101.05,2110.0,2113.05,2160.01,1775996,383616929940000.0,99688,1131071,63.690000000000005,-,0,0.28
88,NESTLEIND,2022-04-18,EQ,18382.4,18300.0,18686.0,18300.0,18517.4,18561.5,18516.22,53773,99567251655000.0,16480,24878,46.26,-,0,0.264
89,NESTLEIND,2022-04-19,EQ,18561.5,18540.5,18725.0,17832.25,18150.0,17948.6,18257.73,65942,120395092265000.02,16659,34749,52.7,-,0,0.264
156,DABUR,2022-04-18,EQ,555.9,550.0,563.85,549.15,563.0,562.7,559.21,1332556,74517622305000.0,34633,502831,37.73,-,0,0.261
157,DABUR,2022-04-19,EQ,562.7,567.45,569.7,546.0,546.1,549.0,560.74,3225494,180865384465000.0,58095,1746977,54.16,-,0,0.261
158,COLPAL,2022-04-18,EQ,1530.65,1509.85,1549.0,1509.85,1540.0,1544.4,1536.76,208338,32016488635000.004,15330,106237,50.99,-,0,0.257
159,COLPAL,2022-04-19,EQ,1544.4,1550.0,1574.0,1486.0,1495.4,1502.6,1530.09,449243,68738360910000.0,23700,298644,66.48,-,0,0.257
